Review,Date,Rate
"Katie was great! I first reached out in April and got an offer organized but life took over and I never got around to getting everything finalized. I reached out to her again last week and she gladly helped me get the same great offer I had at the end of April. Very thankful for her time walking me through the process, it was truly painless!",13 juillet 2018,5
"Even though they didn't show up on the day they were supposed to, they truly made up for it the following day. They have a very professional and courteous staff. They worked with me when I didn't have the proper paper work, giving me suggestions on how to move forward.",13 juillet 2018,5
"This sale was easy, and the amount we were offered was fair.  They didn't offer a high amount to get our attention and then lower it when all the details were in.  They gave a range and then the price they offered after seeing pictures was about the middle of the offer.  The actual sale was easy, and they were very accommodating when scheduling pick up.",13 juillet 2018,5
"Quick easy and legit. When our car engine went unexpectedly during a stressful time, it was nice to have this process done easily.",12 juillet 2018,5
Quick to get a fair offer for my vehicle. Quick in scheduling the pick up. And hustle free method for me to get paid.,12 juillet 2018,5
Very painless process with a bunch of folks who were very responsive and easy to deal with.,11 juillet 2018,5
"Great experience overall. I was able to sell my 2010 GMC Acadia (which had a blown motor) for a fair price. Katie was very friendly and helpful. It was super easy to get an offer via their webdite. Once the transaction was complete, buyer called to schedule a pick up. Agreed to sale price on a Friday, buyer came with a tow truck and a check Monday. I handed over keys and title for a check and it was a done deal. I highly recommend them. Actually I was scared it was a scam but after some research and seeing their BBB rating I felt better. They are legitimate and although I hope to never need them again lol, I am grateful to have found them. Thank you for everything!",11 juillet 2018,5
They gave me a fair price for my car.  Once I was ready the car was picked up the next day with an immediate check.  Nancy was great.,11 juillet 2018,5
Very happy with Nancy's help in making my experience pleasant.,10 juillet 2018,5
My experience was very pleasant very easy and fast the tow truck driver very polite.  I would use car brain again when I need to get rid of a car.,09 juillet 2018,5
Kinda cheap but friendly staff and quick response to pick up,09 juillet 2018,4
They don’t give you an exact time to pick the car up. The driver I had didn’t understand English like at all. And after multiple phone calls they still didn’t spell my name right on the check. Still jumping through hoops to get the money.,09 juillet 2018,2
Great experience! Katie was great. She explained the process and everything went smoothly.,08 juillet 2018,5
"Thank you, Nancy.  Nancy worked with my Mom and me to get the payoff correct with Credit Union.  The bride loan did not work out so we lost some time.  Nancy worked with us through a relatively long delay.  We needed to pay down to the agreed payoff, which we did, but Credit Union internal rules made it difficult to get a confirmation payoff letter as needed by CarBrain.  Once I was able to get it paid down and gave Nancy the contact, she was able to work with them to get what they needed.",06 juillet 2018,5
"Carbrains is a great concept & trustworthy company. They helped to make an unexpected accident a profitable event. Nancy was very kind and professional, I would like to thank her for a wonderful overall experience.Highly recommend Carbrains.",05 juillet 2018,5
"It took me a couple of months to handle the situation with my salvage title car. I worked with two different CarBrain representatives over that period and both were responsive and consistent over time. When I made my decision to sell to CarBrain, Bill responded with the committed offer and the car was picked up within 24 hours. The team really came though, I would recommend this service to friends and family.",05 juillet 2018,5
CarBrain has such an incredible incredible easy process. I literally had a quote AND a pickup date in less than 24 hours. If you're looking for a stress free way to sell your car - this is it!,05 juillet 2018,5
Excellent price for my old car. Check went through. Easy process.,04 juillet 2018,5
